label_id,tenant_id,survey_participation_id,participant_id,survey_id,question_id,evaluated_at,score,sentiment,risk_flag,tags,summary,checked_at,created_at,updated_at,should_display,display_label,display_note,severity,confidence,themes,risk_flags,action,label_payload,label_version,prompt_version,label_model,input_fingerprint,labeled_at
193,10,191,60,1769108529703,235,2026-01-22 19:05:07.526395+00,0.950,positive,f,"[""memnuniyet"", ""sorun yok""]",Katılımcı memnun olduğunu ve herhangi bir sorun olmadığını belirtmiştir.,2026-01-22 19:06:02.967537+00,2026-01-22 19:06:02.234335+00,2026-01-22 19:06:02.967537+00,f,,,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,01c2d48e938aa31245bdc7d971fb6bb80a68c3c5527fa8031484ad4f03dcd916,2026-01-22 19:06:02.967537+00
194,10,192,60,1769108529703,236,2026-01-22 19:05:09.813261+00,0.200,negative,f,"[""kesinti"", ""memnuniyetsizlik"", ""belirli zamanlar"", ""teknik sorun""]","Katılımcı, belirli zamanlarda yaşanan kesintiler nedeniyle memnun olmadığını belirtmiştir.",2026-01-22 19:06:02.967537+00,2026-01-22 19:06:02.234335+00,2026-01-22 19:06:02.967537+00,t,Internet service interruptions at specific times,Participant reports dissatisfaction due to internet connection interruptions occurring at specific times.,0.300,0.900,"[""tools_systems""]",[],watch,"{""action"": ""watch"", ""themes"": [""tools_systems""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Participant reports dissatisfaction due to internet connection interruptions occurring at specific times."", ""display_label"": ""Internet service interruptions at specific times"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,ce97416493b258e2e3af6a07085c7a2faa7613c831028e7d208b245fe1109e10,2026-01-22 19:06:02.967537+00
195,10,193,60,1769108529703,237,2026-01-22 19:05:11.450896+00,0.900,positive,f,"[""memnuniyet"", ""değer""]","Çalışmanın değdiğini belirtiyor, olumlu bir görüş ifade edilmiş.",2026-01-22 19:06:02.967537+00,2026-01-22 19:06:02.234335+00,2026-01-22 19:06:02.967537+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,e18e5e5ce460cbf3cde5d4651a9f6089ce2fec775b3ba88eba26c16765743824,2026-01-22 19:06:02.967537+00
196,10,194,72,1769108740866,238,2026-01-22 19:10:04.805978+00,1.000,positive,f,"[""olumlu"", ""memnuniyet""]","Katılımcı, deneyimini 'Harika' olarak tanımlamış ve olumlu bir geri bildirim vermiştir.",2026-01-22 19:11:02.485016+00,2026-01-22 19:11:01.757183+00,2026-01-22 19:11:02.485016+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,fa3ba077549b9bd0eaa7dc6f11d8bdd8c8079b3a8fb4b16347e987cec88dbee3,2026-01-22 19:11:02.485016+00
197,10,195,72,1769108740866,239,2026-01-22 19:10:06.458541+00,0.900,positive,f,"[""güvenilirlik"", ""olumlu deneyim"", ""internet"", ""mobil hizmetler""]","Katılımcı, AtlasTel'in internet ve mobil hizmetlerinin güvenilirliğiyle ilgili çokça olumlu deneyim yaşadığını belirtmiştir.",2026-01-22 19:11:02.485016+00,2026-01-22 19:11:01.757183+00,2026-01-22 19:11:02.485016+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,1a103143b71a8a6dc4e31492b247b2c17dffc0ebde5449eb4806f9d94c438963,2026-01-22 19:11:02.485016+00
198,10,196,72,1769108740866,240,2026-01-22 19:10:08.333854+00,1.000,positive,f,"[""memnuniyet"", ""ürün çeşitliliği"", ""olumlu geri bildirim""]","Katılımcı, geliştirilmesini istediği bir alan olmadığını ve her şeyin çok iyi olduğunu belirtmiştir.",2026-01-22 19:11:02.485016+00,2026-01-22 19:11:01.757183+00,2026-01-22 19:11:02.485016+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,b222ada3f4f323f7783fe8a1a6470f104a2b657f9901c54552ff1aa37bf84530,2026-01-22 19:11:02.485016+00
199,10,197,72,1769108740866,241,2026-01-22 19:10:09.913243+00,1.000,positive,f,"[""memnuniyet"", ""olumlu""]",Çalışanın beklentileri karşılanıyor ve memnuniyet ifade ediliyor.,2026-01-22 19:11:02.485016+00,2026-01-22 19:11:01.757183+00,2026-01-22 19:11:02.485016+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,30d9050c666c825c679105d6de8afcc0a821b63056912b54c5598d04f6b671eb,2026-01-22 19:11:02.485016+00
211,12,1836,115,1769264376145,287,2026-01-24 14:48:07.893332+00,0.500,neutral,f,"[""teknik eğitim"", ""eğitim eksikliği"", ""soru"", ""teknik servis""]",Katılımcı teknik servis eğitimi almadığını belirtiyor ve başka bir teknik eğitimi EnerjiPet aracılığıyla alıp almadığını soruyor.,2026-01-24 14:49:03.073738+00,2026-01-24 14:49:02.220183+00,2026-01-24 14:49:03.073738+00,t,Teknik eğitim eksikliği bildirimi,Katılımcı teknik servis eğitimi almadığını belirtiyor ve başka teknik eğitim hakkında soru soruyor.,0.300,0.800,"[""learning_development""]",[],watch,"{""action"": ""watch"", ""themes"": [""learning_development""], ""severity"": 0.3, ""confidence"": 0.8, ""risk_flags"": [], ""display_note"": ""Katılımcı teknik servis eğitimi almadığını belirtiyor ve başka teknik eğitim hakkında soru soruyor."", ""display_label"": ""Teknik eğitim eksikliği bildirimi"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,3d18a7e01bb34acd232d0ac4acf2b1a09bf1bbeeaf186654e0f5d0c6c7cc01a5,2026-01-24 14:49:03.073738+00
206,8,204,75,1769117571844,251,2026-01-22 21:35:05.230716+00,1.000,positive,f,"[""onay"", ""olumlu""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-01-22 21:36:02.717502+00,2026-01-22 21:36:01.992864+00,2026-01-22 21:36:02.717502+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,c02e0f1b407b505a6d41a89ea4c0f15e42e952fbaa0af3632af1e8d3b2008d1c,2026-01-22 21:36:02.717502+00
207,1,1831,1,1769171120297,269,2026-01-23 12:28:06.107791+00,0.100,negative,f,"[""iletişim"", ""memnuniyetsizlik"", ""çalışan deneyimi""]",Katılımcı memnun olmadığını belirtiyor ve bunun en önemli nedeni olarak iletişimin kötü olmasını gösteriyor.,2026-01-23 12:29:02.655769+00,2026-01-23 12:29:01.83237+00,2026-01-23 12:29:02.655769+00,t,Kötü iletişim nedeniyle memnuniyetsizlik,"Çalışan, şirket içi iletişimin kötü olmasını memnuniyetsizliğinin en önemli nedeni olarak belirtiyor.",0.400,0.900,"[""communication""]",[],watch,"{""action"": ""watch"", ""themes"": [""communication""], ""severity"": 0.4, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Çalışan, şirket içi iletişimin kötü olmasını memnuniyetsizliğinin en önemli nedeni olarak belirtiyor."", ""display_label"": ""Kötü iletişim nedeniyle memnuniyetsizlik"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,1593e37a04e706892bd2d29668340499f9d06e281566882574dec357d1711d75,2026-01-23 12:29:02.655769+00
208,1,1833,1,1769171428656,270,2026-01-23 12:33:04.839432+00,0.100,negative,f,"[""memnuniyetsizlik"", ""iletişim"", ""sorun""]",Çalışan memnun değil ve en önemli nedeni iletişim sorunları olarak belirtmiş.,2026-01-23 12:34:02.641554+00,2026-01-23 12:34:01.904946+00,2026-01-23 12:34:02.641554+00,t,İletişim Sorunları Nedeniyle Memnuniyetsizlik,Çalışan çalışma ortamından memnun değil ve en önemli nedeni iletişim sorunları olarak belirtmiş.,0.300,0.900,"[""communication"", ""culture""]",[],watch,"{""action"": ""watch"", ""themes"": [""communication"", ""culture""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Çalışan çalışma ortamından memnun değil ve en önemli nedeni iletişim sorunları olarak belirtmiş."", ""display_label"": ""İletişim Sorunları Nedeniyle Memnuniyetsizlik"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,8c553bea96bc7673507e0f59cb93e69c09151a867c2a7c9d5318404b9a00f79f,2026-01-23 12:34:02.641554+00
209,1,1834,1,1769171428656,271,2026-01-23 12:33:06.125234+00,0.100,negative,f,"[""geri bildirim"", ""klima"", ""dikkate alınmama"", ""etkisizlik""]","Çalışan, ilettiği geri bildirimlerin özellikle klima sorunu konusunda dikkate alınmadığını ve yapılan önerilerin uygulanmadığını belirtiyor.",2026-01-23 12:34:02.641554+00,2026-01-23 12:34:01.904946+00,2026-01-23 12:34:02.641554+00,t,Yönetim geri bildirimleri dikkate almıyor,"Çalışan, klima sorunu ile ilgili geri bildirimlerin yönetim tarafından dikkate alınmadığını belirtiyor.",0.300,0.900,"[""communication"", ""process""]",[],watch,"{""action"": ""watch"", ""themes"": [""communication"", ""process""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Çalışan, klima sorunu ile ilgili geri bildirimlerin yönetim tarafından dikkate alınmadığını belirtiyor."", ""display_label"": ""Yönetim geri bildirimleri dikkate almıyor"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,9a27037a233e0fe4d24a21bcb1a99a6219113172f461461443497a9d0dcb130f,2026-01-23 12:34:02.641554+00
210,12,1835,115,1769264376145,286,2026-01-24 14:48:05.882173+00,0.500,neutral,f,"[""teknik servis"", ""deneyim yok"", ""iletişim""]","Katılımcı, EnerjiPet Fuchs teknik servisiyle hiç iletişimi olmadığını ve bu konuda deneyimi bulunmadığını belirtmiştir.",2026-01-24 14:49:03.073738+00,2026-01-24 14:49:02.220183+00,2026-01-24 14:49:03.073738+00,f,No experience with technical service,The respondent has no interaction or experience with EnerjiPet Fuchs technical service.,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": ""The respondent has no interaction or experience with EnerjiPet Fuchs technical service."", ""display_label"": ""No experience with technical service"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,c4ffcf8559a705f6707e55df658cb9092dc2f8dd48408cc0f8bb58505174505b,2026-01-24 14:49:03.073738+00
212,12,1837,115,1769264376145,288,2026-01-24 14:48:09.276739+00,1.000,positive,f,"[""olumlu"", ""onay""]",Katılımcı soruya olumlu bir yanıt vermiştir.,2026-01-24 14:49:03.073738+00,2026-01-24 14:49:02.220183+00,2026-01-24 14:49:03.073738+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,dccf371dc8bdb4adcf8651550a9193835f344947e7efd5189bc51646add3d32d,2026-01-24 14:49:03.073738+00
213,12,1838,115,1769264376145,289,2026-01-24 14:48:13.564036+00,0.500,neutral,f,"[""bilgi eksikliği"", ""ürün önerisi"", ""deneyim yok""]","Katılımcı, EnerjiPet ürünlerinin önerildiğini ancak fazla bilgisi olmadığını ve EnerjiPet Fuchs ürünleriyle ilgili olumlu ya da olumsuz bir deneyimi olmadığını belirtmiştir.",2026-01-24 14:49:03.073738+00,2026-01-24 14:49:02.220183+00,2026-01-24 14:49:03.073738+00,f,,,0.000,0.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,b0694a19e4445d82a185dbcc07b0bd7fe8516dffef6b50dceae5040de9493f7e,2026-01-24 14:49:03.073738+00
214,12,1839,115,1769264376145,290,2026-01-24 14:48:14.423789+00,1.000,positive,f,"[""memnuniyet""]",Katılımcı memnun olduğunu belirtmiştir.,2026-01-24 14:49:03.073738+00,2026-01-24 14:49:02.220183+00,2026-01-24 14:49:03.073738+00,f,,,0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,453dbd260416361c805170afd18a05cb8269b9eb336dc7637757cd490c03dd19,2026-01-24 14:49:03.073738+00
215,12,1840,115,1769264376145,291,2026-01-24 14:48:15.688332+00,0.800,positive,f,"[""high rating"", ""satisfaction""]","The participant gave a high score of 8, indicating general satisfaction.",2026-01-24 14:49:03.073738+00,2026-01-24 14:49:02.220183+00,2026-01-24 14:49:03.073738+00,f,Positive recommendation score,"The participant gave a high score of 8, indicating general satisfaction.",0.000,0.900,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""The participant gave a high score of 8, indicating general satisfaction."", ""display_label"": ""Positive recommendation score"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,39b88c4a2cce23d36380472448278a82803bcc875b27f744940d405e4f60f14b,2026-01-24 14:49:03.073738+00
216,12,1841,115,1769264376145,292,2026-01-24 14:48:17.202655+00,0.700,positive,f,"[""olumlu"", ""kısa cevap""]",Katılımcı genel olarak olumlu bir yanıt vermiştir.,2026-01-24 14:49:03.073738+00,2026-01-24 14:49:02.220183+00,2026-01-24 14:49:03.073738+00,f,,,0.000,0.700,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.7, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,e8b409ba5d3785cadc7979353a86471cba6f8f1b9ec05fac1309edafab6d4689,2026-01-24 14:49:03.073738+00
217,12,1842,115,1769264376145,293,2026-01-24 14:48:18.436293+00,0.800,positive,f,"[""iletişim"", ""memnuniyet"", ""yanıt hızı""]","Katılımcı, iletişim kalitesi ve yanıt hızından genel olarak memnun olduğunu belirtmiştir.",2026-01-24 14:49:03.073738+00,2026-01-24 14:49:02.220183+00,2026-01-24 14:49:03.073738+00,f,Positive communication feedback,Participant is generally satisfied with communication quality and response speed.,0.000,0.900,"[""communication""]",[],ignore,"{""action"": ""ignore"", ""themes"": [""communication""], ""severity"": 0.0, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Participant is generally satisfied with communication quality and response speed."", ""display_label"": ""Positive communication feedback"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,ca89578b62209256baf297cfc2c11a418eb95f0694d717bdec6cd02dc2466420,2026-01-24 14:49:03.073738+00
218,1,1843,1,1769282153568,294,2026-01-25 01:57:04.657607+00,1.000,positive,f,"[""memnuniyet"", ""hizmet"", ""olumlu""]","Katılımcı, NovaVeri'nin hizmetlerinden çok memnun olduğunu belirtmiştir.",2026-01-25 01:58:02.626591+00,2026-01-24 19:40:02.04524+00,2026-01-25 01:58:02.626591+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,8c6a5415bd46e8f9c3fd37729128aeead95073e4958a8c18f86a0439b5b563ff,2026-01-25 01:58:02.626591+00
219,1,1844,1,1769282153568,295,2026-01-25 01:57:07.05609+00,1.000,positive,f,"[""uyum"", ""memnuniyet""]","Katılımcı, mevcut durumun tamamen uygun olduğunu belirtiyor.",2026-01-25 01:58:02.626591+00,2026-01-24 19:40:02.04524+00,2026-01-25 01:58:02.626591+00,f,,,0.000,1.000,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 1.0, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,10a59c95abf8a614789b260a3457094ada752c99287624080dc487333bb7d39c,2026-01-25 01:58:02.626591+00
222,1,1847,116,1769339155959,296,2026-01-25 11:11:04.518045+00,0.700,positive,f,"[""memnuniyet"", ""hız"", ""geri dönüş""]","Katılımcı genel olarak memnun, ancak hizmetlerin geri dönüş aşamasında daha hızlı olunmasını istiyor.",2026-01-25 11:12:02.62145+00,2026-01-25 11:12:01.840587+00,2026-01-25 11:12:02.62145+00,t,Hizmetlerin geri dönüş hızı iyileştirilmeli,Katılımcı genel olarak memnun ancak hizmetlerin geri dönüş aşamasında daha hızlı olunmasını istiyor.,0.300,0.900,"[""process""]",[],watch,"{""action"": ""watch"", ""themes"": [""process""], ""severity"": 0.3, ""confidence"": 0.9, ""risk_flags"": [], ""display_note"": ""Katılımcı genel olarak memnun ancak hizmetlerin geri dönüş aşamasında daha hızlı olunmasını istiyor."", ""display_label"": ""Hizmetlerin geri dönüş hızı iyileştirilmeli"", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": true}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,b95cf763274f0ba15ab6d4a981e6445d8b5cc9315b326f71e2fcafcfc3161cfe,2026-01-25 11:12:02.62145+00
223,1,1848,116,1769339155959,297,2026-01-25 11:11:09.186258+00,0.950,positive,f,"[""memnuniyet"", ""danışmanlık"", ""hizmet""]",Katılımcı danışmanlık hizmetinden memnun kaldığını belirtmiştir.,2026-01-25 11:12:02.62145+00,2026-01-25 11:12:01.840587+00,2026-01-25 11:12:02.62145+00,f,,,0.000,0.950,[],[],ignore,"{""action"": ""ignore"", ""themes"": [], ""severity"": 0.0, ""confidence"": 0.95, ""risk_flags"": [], ""display_note"": """", ""display_label"": """", ""label_version"": ""v1"", ""prompt_version"": ""labeler_v1_2026_01_19"", ""should_display"": false}",v1,labeler_v1_2026_01_19,gpt-4.1-mini,18cbe7868128e27cb478bb431b9dfaaf9721fed502b84016ab5606090105b5f5,2026-01-25 11:12:02.62145+00
